icsad_ID,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters,License
4555,1/8/2026,1/8/2026,2026,ICSA-26-008-01,Hitachi Energy Asset Suite,Hitachi Energy,Hitachi Energy Asset Suite,Asset Suite versions 9.7 and prior,CVE-2025-10492,9.8,Critical,CWE-502,Energy,Worldwide,Switzerland,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4554,1/6/2026,1/6/2026,2026,ICSA-26-006-01,Columbia Weather Systems MicroServer,Columbia Weather Systems,Columbia Weather Systems MicroServer,Columbia Weather Systems MicroServer firmware: <MS_4.1_14142,"CVE-2025-61939, CVE-2025-64305, CVE-2025-66620",8.8,High,"CWE-313, CWE-553, CWE-923",Information Technology,United States,United States,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
