icsad_ID,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters,License
944,8/16/2018,9/5/2018,2018,ICSA-18-228-01,Emerson DeltaV DCS Workstations,Emerson,DeltaV DCS Workstations,The following versions of DeltaV - Distributed Control System (DCS) are affected: DeltaV: v11.3.1 | v12.3.1 | v13.3.0 | v13.3.1 | R5.,"CVE-2018-14797, CVE-2018-14795, CVE-2018-14791, CVE-2018-14793",9.6,Critical,"CWE-269, CWE-23, CWE-121, CWE-427",Chemical; Energy,Worldwide,United States,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
943,7/10/2018,10/30/2018,2018,ICSA-18-191-03,Tridium Niagara,Tridium,Niagara,The following versions of Tridum Niagara are affected while running on the Microsoft Windows operating system: Niagara AX Framework Version 3.8 and prior and Niagara 4 Framework Versions 4.4 and prior.,"CVE-2017-16744, CVE-2017-16748",7.4,High,"CWE-287, CWE-22",Critical Manufacturing,Worldwide,United States,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
942,8/14/2018,8/14/2018,2018,ICSMA-18-226-01,Philips IntelliSpace Cardiovascular Vulnerabilities,Philips,IntelliSpace Cardiovascular,The following versions of Philips' IntelliSpace Cardiovascular (ISCV) products - comprehensive cardiac image and information management software are affected: IntelliSpace Cardiovascular | Version 3.1 or prior and Xcelera Version 4.1 or prior.,"CVE-2018-14787, CVE-2018-14789",7.3,High,"CWE-269, CWE-428",Healthcare and Public Health,Worldwide,Netherlands,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
941,8/14/2018,10/9/2018,2018,ICSA-18-226-01,Siemens SIMATIC STEP 7 and SIMATIC WinCC (Update A),Siemens,SIMATIC STEP 7 and SIMATIC WinCC,Siemens reports these vulnerabilities affect the following SIMATIC STEP 7 products: SIMATIC STEP 7 (TIA Portal) and WinCC (TIA Portal) v10 | v11 | v12: All versions | SIMATIC STEP 7 (TIA Portal) and WinCC (TIA Portal) v13: All versions prior to v13 SP2 Update 2 | SIMATIC STEP 7 (TIA Portal) and WinCC (TIA Portal) v14: All versions < v14 SP1 Update 6 and SIMATIC STEP 7 (TIA Portal) and WinCC (TIA Portal) v15: All versions < v15 Update 2.,"CVE-2018-11453, CVE-2018-11454",8.6,High,CWE-276,Chemical; Energy; Food and Agriculture; Water and Wastewater,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
940,8/14/2018,4/9/2019,2018,ICSA-18-226-02,Siemens OpenSSL Vulnerability in Industrial Products (Update E),Siemens,OpenSSL in Industrial Products,"Siemens reports that the vulnerability affects the following industrial products: MindConnect IoT2040: All versions prior to v03.01 | MindConnect Nano (IPC227D): All versions prior to v03.01 | SIMATIC ET 200SP Open Controller CPU 1515SP PC: All versions prior to v2.1.6 | SIMATIC HMI WinCC Flexible: All versions prior to v15.1 | SIMATIC IPC DiagMonitor: All versions prior to v5.0.3 | SIMATIC IPC DiagBase: All versions prior to v2.1.1.0 | SIMATIC S7-1200: All versions prior to v4.2.3SIMATIC STEP 7 (TIA Portal) v13: All versions prior to v13 SP2 Update 2 | SIMATIC STEP 7 (TIA Portal) v14: All versionsSIMATIC STEP 7 (TIA Portal) v15: All versions prior to v15 SP2 Update 2 | SIMATIC WinCC (TIA Portal) v13: All versions prior to v13 SP2 Update 2 | SIMATIC WinCC (TIA Portal) v14: All versions prior to v14 SP1 Update 6 | SIMATIC WinCC (TIA Portal) v15: All versions prior to v15 SP2 Update 2 | SIMATIC S7-1500: All versions prior to v2.5.2 | SIMATIC S7-1500 Software Controller: All versions prior to v2.6 | SIMATIC WinCC OA v3.14: All versions | SIMATIC WinCC OA v3.15: All versions | SIMATIC WinCC OA v3.16: All versions | SINUMERIK Integrate Access MyMachine service engineer client as part of Sinumerik Integrate Product suite: All versions prior to and including v4.1.7, and SINUMERIK Integrate Operate Client as part of Sinumerik Integrate Product suite: All versions prior to and including v2.0.11 / v3.0.11.",CVE-2017-3737,5.9,Medium,CWE-319,Chemical; Critical Manufacturing; Energy; Food and Agriculture; Water and Wastewater,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
939,8/14/2018,8/14/2018,2018,ICSA-18-226-03,Siemens Automation License Manager,Siemens,Automation License Manager,According to Siemens the following products are affected: Automation License Manager 5: All versions prior to 5.3.4.4 and Automation License Manager 6: All versions prior to 6.0.1 (only affected by CVE-2018-11455).,"CVE-2018-11455, CVE-2018-11456",8.8,High,"CWE-20, CWE-23",Chemical; Energy; Food and Agriculture; Water and Wastewater,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
938,8/9/2018,8/21/2018,2018,ICSA-18-221-01,Crestron TSW-X60 and MC3,Crestron,TSW-X60 and MC3,The following products and versions are affected: TSW-X60 | all versions prior to 2.001.0037.001; and MC3 | all versions prior to 1.502.0047.001.,"CVE-2018-11228, CVE-2018-11229, CVE-2018-10630, CVE-2018-13341",9.8,Critical,"CWE-284, CWE-78, CWE-522",Commercial Facilities; Government Facilities,Worldwide,United States,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
937,8/9/2018,8/9/2018,2018,ICSA-18-221-02,NetComm Wireless 4G LTE Light Industrial M2M Router,NetComm Wireless,4G LTE Light Industrial M2M Router,The following versions of the 4G LTE Light Industrial M2M Router (NWL-25) - cellular router are affected: 4G LTE Light Industrial M2M Router (NWL-25) with firmware 2.0.29.11 and prior.,"CVE-2018-14782, CVE-2018-14783, CVE-2018-14784, CVE-2018-14785",9.8,Critical,"CWE-352, CWE-548, CWE-200, CWE-79",Communications,Worldwide,Australia,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
936,8/7/2018,5/7/2026,2018,ICSMA-18-219-01,Medtronic MyCareLink 24950 Patient Monitor (Update A),Medtronic,Medtronic MyCareLink 24950 Patient Monitor (Update A),"Medtronic 24950 MyCareLink Monitor: vers:all/*, Medtronic 24952 MyCareLink Monitor: vers:all/*","CVE-2018-10626, CVE-2018-10622",6.8,Medium,"CWE-313, CWE-345",Healthcare and Public Health,Worldwide,Ireland,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
935,8/7/2018,9/20/2018,2018,ICSA-18-219-01,Delta Electronics CNCSoft and ScreenEditor,Delta Electronics,CNCSoft and ScreenEditor,According to Delta Electronics the following products are affected: CNCSoft Version 1.00.83 and prior and the accompanying ScreenEditor Version 1.00.54.,"CVE-2018-10636, CVE-2018-10598",8.8,High,"CWE-125, CWE-121",Critical Manufacturing,Worldwide,Taiwan,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
934,7/31/2018,7/31/2018,2018,ICSA-18-212-01,Davolink DVW-3200N,Davolink,DVW-3200N,The following versions of DVW-3200N - networking switch are affected: DVW-3200N all version prior to Version 1.00.06.,CVE-2018-10618,9.8,Critical,CWE-916,Information Technology,"South Korea, Asia, Europe",South Korea,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
933,7/31/2018,7/31/2018,2018,ICSA-18-212-02,Johnson Controls Metasys and BCPro,Johnson Controls Inc.,Metasys and BCPro,Johnson Controls reports that the vulnerability affects the following products: Metasys System | Versions 8.0 and prior andBCPro (BCM) | all versions prior to 3.0.2.,CVE-2018-10624,4.3,Medium,CWE-209,Critical Manufacturing,Worldwide,United States,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
932,7/31/2018,10/2/2018,2018,ICSA-18-212-03,WECON LeviStudioU (Update A),WECON,LeviStudioU,According to Zero Day Initiative (ZDI) the following product and versions are affected: LeviStudioU | Versions 1.8.29 and 1.8.44.,"CVE-2018-10602, CVE-2018-10606, CVE-2018-10610, CVE-2018-10614",8.8,High,"CWE-122, CWE-611, CWE-787, CWE-121",Critical Manufacturing; Energy; Water and Wastewater,Worldwide,China,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
931,7/31/2018,7/31/2018,2018,ICSA-18-212-04,AVEVA InTouch Access Anywhere,AVEVA,InTouch Access Anywhere,The following versions of InTouch Access Anywhere - remote access software - use the vulnerable jQuery library: 2017 Update 2 and prior. Vulnerable versions of jQuery are those prior to Version 3.0.0.,CVE-2015-9251,6.1,Medium,CWE-79,Chemical; Critical Manufacturing; Energy; Food and Agriculture; Water and Wastewater,Worldwide,United Kingdom,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
930,7/31/2018,7/31/2018,2018,ICSA-18-212-05,AVEVA Wonderware License Server,AVEVA,Wonderware License Server,"The following versions of Wonderware License Server use the vulnerable Flexara Imgrd (Versions 11.13.1.1 and prior): Wonderware License Server v4.0.13100 and prior. Only users with the Counted Licenses feature with ""ArchestrAServer.lic"" in Wonderware License Server are affected. Wonderware License Server is delivered by: Wonderware Information Server 4.0 SP1 and prior and Historian Client 2014 R4 SP2 P02 and prior.",CVE-2015-8277,9.8,Critical,CWE-119,Chemical; Critical Manufacturing; Energy; Food and Agriculture; Water and Wastewater,Worldwide,United Kingdom,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
929,7/19/2018,7/19/2018,2018,ICSA-18-200-01,AVEVA InduSoft Web Studio and InTouch Machine Edition,AVEVA,InduSoft Web Studio and InTouch Machine Edition,The following versions of InduSoft Web Studio and InTouch Machine Edition - HMI are affected: InduSoft Web Studio v8.1 and v8.1SP1 and InTouch Machine Edition v2017 8.1 and v2017 8.1 SP1.,CVE-2018-10620,9.8,Critical,CWE-121,Commercial Facilities; Critical Manufacturing; Energy; Transportation Systems; Water and Wastewater,Worldwide,United Kingdom,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
928,7/19/2018,7/19/2018,2018,ICSA-18-200-02,AVEVA InTouch,AVEVA,InTouch,The following versions of AVEVA InTouch - HMI Platform are affected: InTouch 2014 R2 SP1 and prior | InTouch 2017 | InTouch 2017 Update 1 and InTouch 2017 Update 2.,CVE-2018-10628,9.8,Critical,CWE-121,Chemical; Critical Manufacturing; Energy; Food and Agriculture; Water and Wastewater,Worldwide,United Kingdom,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
927,7/19/2018,9/18/2018,2018,ICSA-18-200-03,"Echelon SmartServer 1, SmartServer 2, SmartServer 3, i.LON 100, i.LON 600 (Update A)",Echelon,"SmartServer 1, SmartServer 2, SmartServer 3, i.LON 100, i.LON 600",The following Smart Server and i.LON products which are network devices are affected: SmartServer 1 all versions | SmartServer 2 all versions prior to release 4.11.007 | i.LON 100 all versions and i.LON 600 all versions.,"CVE-2018-10627, CVE-2018-8859, CVE-2018-8851, CVE-2018-8855",9.8,Critical,"CWE-288, CWE-319, CWE-200, CWE-256",Commercial Facilities; Critical Manufacturing; Information Technology,Worldwide,United States,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
926,7/19/2018,7/19/2018,2018,ICSA-18-200-04,Moxa NPort 5210 5230 5232,Moxa,NPort 5210 5230 5232,The following versions of NPort - serial network interface are affected: NPort 5210 | 5230 and 5232 Versions 2.9 build 17030709 and prior.,CVE-2018-10632,7.5,High,CWE-400,Critical Manufacturing; Energy; Transportation,Worldwide,Taiwan,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
925,7/17/2018,7/17/2018,2018,ICSA-18-198-01,ABB Panel Builder 800,ABB,Panel Builder 800,The following versions of Panel Builder 800 - engineering tool for the process panels included in the product suite Panel 800 are affected: Panel Builder 800 | all versions.,CVE-2018-10616,7,High,CWE-20,Chemical; Critical Manufacturing; Dams; Energy; Food and Agriculture; Water and Wastewater,Worldwide,Switzerland,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
924,7/17/2018,7/17/2018,2018,ICSA-18-198-02,WAGO e!DISPLAY Web-Based-Management,WAGO,e!DISPLAY Web-Based-Management,The following versions of WAGO e!DISPLAY - HMI running firmware FW 01 are affected: 762-3000 | 762-3001 | 762-3002 and 762-3003.,"CVE-2018-12981, CVE-2018-12980, CVE-2018-12979",8,High,"CWE-79, CWE-732, CWE-434",Commercial Facilities; Critical Manufacturing; Energy; Transportation Systems,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
923,7/17/2018,7/17/2018,2018,ICSA-18-198-03,"PEPPERL+FUCHS VisuNet RM, VisuNet PC, and Box Thin Client",PEPPERL+FUCHS,"VisuNet RM, VisuNet PC, and Box Thin Client",The following PEPPERL+FUCHS product families are affected: VisuNet RM All models | VisuNet PC All models andBTC All models.,CVE-2018-0886,7.5,High,CWE-287,Communications; Critical Manufacturing; Information Technology,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
922,7/12/2018,7/12/2018,2018,ICSA-18-193-01,Eaton 9000X Drive,Eaton,9000X Drive,The following version of Eaton 9000X Drive is affected: 9000X Drive | Versions 2.0.29 and prior.,CVE-2018-8847,5.6,Medium,CWE-121,Energy,Worldwide,Ireland,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
921,7/10/2018,7/10/2018,2018,ICSA-18-191-01,Universal Robots Robot Controllers,Universal Robots,Robot Controllers,The following versions of robot controllers are affected: CB 3.1 | SW Version 3.4.5-100.,"CVE-2018-10633, CVE-2018-10635",9.8,Critical,"CWE-306, CWE-798",Critical Manufacturing; Transportation Systems,Worldwide,Denmark,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
920,7/10/2018,7/11/2018,2018,ICSA-18-191-02,"Schweitzer Engineering Laboratories, Inc. Compass and AcSELerator Architect",Schweitzer Engineering Laboratories,Compass and AcSELerator Architect,The following products from SEL are affected. Not all products are affected by all vulnerabilities.Compass Version 3.0.5.1 and prior and AcSELerator Architect Version 2.2.24.0 and prior.,"CVE-2018-10604, CVE-2018-10600, CVE-2018-10608",8.2,High,"CWE-611, CWE-276, CWE-400",Energy,Worldwide,United States,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
919,7/3/2018,7/3/2018,2018,ICSA-18-184-01,Rockwell Automation Allen-Bradley Stratix 5950,Rockwell Automation,Allen-Bradley Stratix 5950,The Allen-Bradley Stratix 5950 uses the Cisco Systems Inc. - Adaptive Security Appliance (ASA) as its central operating system. Cisco has released advisories disclosing multiple vulnerabilities in the ASA software.The following Allen-Bradley Stratix 5950 Security Appliances - running the Cisco ASA v9.6.2 and earlier are affected: 1783-SAD4T0SBK9 |1783-SAD4T0SPK9 |1783-SAD2T2SBK9 and 1783-SAD2T2SPK9.,"CVE-2018-0228, CVE-2018-0227, CVE-2018-0231, CVE-2018-0240, CVE-2018-0296",8.6,High,"CWE-295, CWE-20, CWE-29, CWE-39, CWE-399",Critical Manufacturing; Energy; Water and Wastewater,Worldwide,United States,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
918,6/28/2018,6/28/2018,2018,ICSMA-18-179-01,Medtronic MyCareLink Patient Monitor,Medtronic,MyCareLink Patient Monitor,The following MyCareLink Monitors are affected: 24950 MyCareLink Monitor | all versions | 24952 MyCareLink Monitor | all versions.,"CVE-2018-8870, CVE-2018-8868",6.4,Medium,"CWE-749, CWE-259",Healthcare and Public Health,Worldwide,Ireland,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
917,6/21/2018,6/21/2018,2018,ICSA-18-172-01,Delta Electronics Delta Industrial Automation COMMGR,Delta Electronics,Delta Industrial Automation COMMGR,The following versions of Delta Industrial Automation COMMGR - communication management software and accompanying PLC simulators are affected: COMMGR Version 1.08 and prior. DVPSimulator EH2 | EH3 | ES2 | SE | SS2AHSIM_5x0 | AHSIM_5x1.,CVE-2018-10594,7.3,High,CWE-121,Commercial Facilities; Communications; Critical Manufacturing; Energy; Healthcare and Public Health,Worldwide,Taiwan,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
916,6/21/2018,7/17/2018,2018,ICSA-18-172-02,Rockwell Automation Allen-Bradley CompactLogix and Compact GuardLogix (Update A),Rockwell Automation,Allen-Bradley CompactLogix and Compact GuardLogix,According to Rockwell Automation | the following products are affected: Allen-Bradley CompactLogix 5370 L1 controllers | Versions 30.014 and prior | Allen-Bradley CompactLogix 5370 L2 controllers | Versions 30.014 and prior | Allen-Bradley CompactLogix 5370 L3 controllers | Versions 30.014 and prior | Allen-Bradley Armor CompactLogix 5370 L3 controllers | Versions 30.014 and prior | Allen-Bradley Compact GuardLogix 5370 controllers | Versions 30.014 and prior and Allen-Bradley Armor Compact GuardLogix 5370 controllers | Versions 30.014 and prior.,CVE-2017-9312,8.6,High,CWE-20,Chemical; Critical Manufacturing; Food and Agriculture; Transportation Systems; Water and Wastewater,Worldwide,United States,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
915,6/14/2018,6/14/2018,2018,ICSMA-18-165-01,Natus Xltek NeuroWorks,Natus Medical Inc,Xltek NeuroWorks,The following version of Natus Xltek NeuroWorks | used in Natus Xltek EEG medical products are affected: Natus Xltek NeuroWorks Version 8.,"CVE-2017-2852, CVE-2017-2853, CVE-2017-2858, CVE-2017-2860, CVE-2017-2861, CVE-2017-2867, CVE-2017-2868, CVE-2017-2869",10,Critical,"CWE-125, CWE-121",Healthcare and Public Health,Worldwide,United States,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
914,6/12/2018,6/18/2018,2018,ICSA-18-163-01,Schneider Electric U.motion Builder,Schneider Electric,U.motion Builder,The following U.motion Builder Software versions are affected: U.motion Builder versions prior to 1.3.4.,"CVE-2018-7784, CVE-2018-7785, CVE-2018-7786, CVE-2018-7787",10,Critical,"CWE-20, CWE-79, CWE-78, CWE-121",Commercial Facilities; Critical Manufacturing; Energy,"France, United States, Asia, Europe",France,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
913,6/7/2018,6/7/2018,2018,ICSA-18-158-01,Rockwell Automation RSLinx Classic and FactoryTalk Linx Gateway,Rockwell Automation,RSLinx Classic and FactoryTalk Linx Gateway,The following versions of RSLinx Classic - software platform that allows Logix5000 Programmable Automation Controllers to connect to a wide variety of Rockwell Software applications and FactoryTalk Linx Gateway - software that provides an Open Platform Communications (OPC) Unified Architecture (UA) server interface to allow the delivery of information from Rockwell Software applications to Allen-Bradley controllers are affected: RSLinx Classic Versions 3.90.01 and prior andFactoryTalk Linx Gateway Versions 3.90.00 and prior.,CVE-2018-10619,8.8,High,CWE-428,Critical Manufacturing; Energy; Water and Wastewater,Worldwide,United States,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
912,6/5/2018,6/5/2018,2018,ICSMA-18-156-01,Philips' IntelliVue Patient and Avalon Fetal Monitors,Philips,IntelliVue Patient and Avalon Fetal Monitors,The following IntelliVue Patient Monitors versions are affected: IntelliVue Patient Monitors MP Series (includingMP2/X2/MP30/MP50/MP70/NP90/MX700/800) Rev B-M and IntelliVue Patient Monitors MX (MX400-550) Rev J-M and (X3/MX100 for Rev M only). The following Avalon Fetal/Maternal Monitors versions are affected: Avalon Fetal/Maternal Monitors FM20/FM30/FM40/FM50 with software Revisions F.0 | G.0 and J.3.,"CVE-2018-10597, CVE-2018-10599, CVE-2018-10601",8.3,High,"CWE-200, CWE-287, CWE-121",Healthcare and Public Health,Worldwide,Netherlands,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
911,6/5/2018,6/5/2018,2018,ICSA-18-156-01,ABB IP Gateway,ABB,IP Gateway,The following versions of IP Gateway - building management system are affected. The IP Gateway is available under two brands; ABB and Busch-Jaeger. Busch-Jaeger Elektro GmbH is part of the ABB Group. IP Gateway Versions 3.39 and prior.,"CVE-2017-7931, CVE-2017-7906, CVE-2017-7933",9.8,Critical,"CWE-352, CWE-287, CWE-256",Energy,Worldwide,Switzerland,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
910,5/31/2018,5/31/2018,2018,ICSA-18-151-01,Delta Industrial Automation DOPSoft,Delta Electronics,DOPSoft,The following versions of DOPSoft - Human Machine Interface (HMI) editing software are affected: DOPSoft Version 4.00.04 and prior.,"CVE-2018-10623, CVE-2018-10617, CVE-2018-10621",7.3,High,"CWE-122, CWE-125, CWE-121",Critical Manufacturing,Worldwide,Taiwan,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
909,5/31/2018,5/31/2018,2018,ICSA-18-151-02,GE MDS PulseNET and MDS PulseNET Enterprise,GE,MDS PulseNET and MDS PulseNET Enterprise,GE reports that the vulnerabilities affect the following MDS PulseNET products: PulseNET Version.,"CVE-2018-10611, CVE-2018-10613, CVE-2018-10615",7.3,High,"CWE-287, CWE-611, CWE-23",Energy; Water and Wastewater,Worldwide,United States,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
908,5/31/2018,10/11/2018,2018,ICSA-18-151-03,Yokogawa STARDOM Controllers (Update A),Yokogawa,STARDOM Controllers,Yokogawa reports the vulnerability affects the following STARDOM Controller products: FCJ (R4.02 and prior) | FCN-100 (R4.02 and prior) | FCN-RTU (R4.02 and prior) | FCN-500 (R4.02 and prior) | FCJ (R4.10 and prior) | FCN-100 (R4.10 and prior) | FCN-RTU (R4.10 and prior) and FCN-500 (R4.10 and prior).,"CVE-2018-10592, CVE-2018-17900, CVE-2018-17902, CVE-2018-17896, CVE-2018-17898",9.8,Critical,"CWE-79, CWE-522, CWE-384, CWE-400, CWE-798",Critical Manufacturing; Energy; Food and Agriculture,Worldwide,Japan,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
907,5/24/2018,5/29/2018,2018,ICSMA-18-144-01,BeaconMedaes TotalAlert Scroll Medical Air Systems,BeaconMedaes,TotalAlert Scroll Medical Air Systems,The following TotalAlert Scroll Medical Air Systems web applications are affected: TotalAlert Scroll Medical Air Systems running software Versions 4107600010.23 and prior.,"CVE-2018-7526, CVE-2018-7518, CVE-2018-7510",7.5,High,"CWE-284, CWE-522, CWE-256",Healthcare and Public Health,Worldwide,United States,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
906,5/24/2018,5/24/2018,2018,ICSA-18-144-01,Schneider Electric Floating License Manager,Schneider Electric,Floating License Manager,The following products use the vulnerable Schneider Electric Floating License Manager - license management platform: SCADA Expert Vijeo Citect / CitectSCADA Version 7.30 | 7.40 | CitectSCADA Version 2015 | 2016 | Vijeo Historian/CitectHistorian Version 4.40 | 4.50 | CitectHistorian Version 2016 | Citect Anywhere | PlantStruxure PES V4.3 SP1 and prior and EcoStruxure Modicon Builder V3.0 and prior. The following products are only affected by CVE-2016-10395: EcoStruxure Power Monitoring Expert 8.2 (Standard | DC | HC Editions) | StruxureWare Power Monitoring Expert 8.1 (Standard | DC | HC Editions) | StruxureWare Power Monitoring Expert 8.0 (Standard | DC | HC | Buildings Editions) | StruxureWare Power Monitoring Expert 7.2.x | Energy Expert 1.x (formerly Power Manager) and EcoStruxure Power SCADA Operations 8.x (formerly PowerSCADA Expert) (Only with Advanced Reports and Dashboards Module).,"CVE-2016-10395, CVE-2016-2177, CVE-2017-5571",9.8,Critical,"CWE-122, CWE-119, CWE-601",Commercial Facilities; Energy; Food and Agriculture; Government Facilities; Transportation Systems; Water and Wastewater,Worldwide,France,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
905,5/22/2018,10/11/2018,2018,ICSMA-18-142-01,BD Kiestra and InoquIA Systems (Update A),"Becton, Dickinson and Company (BD)",Kiestra and InoquIA Systems,BD reports these vulnerabilities affect applications used by the following BD Kiestra systems: BD Kiestra TLA |BD Kiestra WCA andBD InoqulA+ specimen processor. All three BD Kiestra systems listed above use the following vulnerable applications: Database (DB) Manager | Version 3.0.1.0 |ReadA Overview | Version 1.1.0.2 and previous andPerformA | Version 3.0.0.0 and previous versions.,"CVE-2018-10593, CVE-2018-10595",6.3,Medium,CWE-356,Healthcare and Public Health,Worldwide,United States,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
904,5/22/2018,8/30/2018,2018,ICSA-18-142-01,Martem TELEM-GW6/GWM (Update B),Martem,TELEM-GW6/GWM,The following TELEM products with insecure configurations are affected: GW6 versions prior to 2.0.87-4018403-k4 and GWM versions prior to 2.0.87-4018403-k4. Not all versions are affected by all vulnerabilities.,"CVE-2018-10603, CVE-2018-10605, CVE-2018-10607, CVE-2018-10609",10,Critical,"CWE-79, CWE-276, CWE-306, CWE-400",Energy,"Estonia, Finland, Lithuania, Latvia",Estonia,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
903,5/17/2018,7/12/2018,2018,ICSMA-18-137-01,Medtronic N'Vision Clinician Programmer (Update A),Medtronic,N'Vision Clinician Programmer,The N'Vision Clinician Programmer is a small portable device that offers a single programming platform for Medtronic Neurological implantable therapy devices such as Medtronic neurostimulators and drug pumps. The following products are affected: 8840 N'Vision Clinician Programmer | all versions and 8870 N'Vision removable Application Card | all versions.,"CVE-2018-8849, CVE-2018-10631",6.3,Medium,"CWE-311, CWE-693",Healthcare and Public Health,Worldwide,Ireland,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
