icsad_ID,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters,License
4650,3/12/2026,3/12/2026,2026,ICSA-26-071-02,Siemens RUGGEDCOM APE1808 Devices,Siemens,Siemens RUGGEDCOM APE1808 Devices,RUGGEDCOM APE1808,"CVE-2025-55018, CVE-2025-62439, CVE-2025-64157, CVE-2026-24858",9.8,Critical,"CWE-134, CWE-288, CWE-444, CWE-940",Critical Manufacturing; Energy; Transportation Systems,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4649,3/12/2026,3/12/2026,2026,ICSA-26-071-03,Siemens SIDIS Prime,Siemens,Siemens SIDIS Prime,SIDIS Prime,"CVE-2024-29857, CVE-2024-30171, CVE-2024-30172, CVE-2024-41996, CVE-2025-6965, CVE-2025-7783, CVE-2025-9230, CVE-2025-9232, CVE-2025-9670, CVE-2025-12816, CVE-2025-15284, CVE-2025-58751, CVE-2025-58752, CVE-2025-58754, CVE-2025-62522, CVE-2025-64718, CVE-2025-64756, CVE-2025-66030, CVE-2025-66031, CVE-2025-66035, CVE-2025-66412, CVE-2025-69277, CVE-2026-22610",8.7,High,"CWE-125, CWE-1321, CWE-1333, CWE-184, CWE-190, CWE-197, CWE-20, CWE-201, CWE-203, CWE-22, CWE-23, CWE-295, CWE-330, CWE-436, CWE-674, CWE-770, CWE-78, CWE-787, CWE-79",Critical Manufacturing,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4648,3/12/2026,3/12/2026,2026,ICSA-26-071-04,Siemens SIMATIC,Siemens,Siemens SIMATIC,"SIMATIC Drive Controller CPU 1504D TF (6ES7615-4DF10-0AB0), SIMATIC Drive Controller CPU 1507D TF (6ES7615-7DF10-0AB0), SIMATIC ET 200SP CPU 1510SP F-1 PN (6ES7510-1SJ01-0AB0), SIMATIC ET 200SP CPU 1510SP F-1 PN (6ES7510-1SK03-0AB0), SIMATIC ET 200SP CPU 1510SP-1 PN (6ES7510-1DJ01-0AB0), SIMATIC ET 200SP CPU 1510SP-1 PN (6ES7510-1DK03-0AB0), SIMATIC ET 200SP CPU 1512SP F-1 PN (6ES7512-1SK01-0AB0), SIMATIC ET 200SP CPU 1512SP F-1 PN (6ES7512-1SM03-0AB0), SIMATIC ET 200SP CPU 1512SP-1 PN (6ES7512-1DK01-0AB0), SIMATIC ET 200SP CPU 1512SP-1 PN (6ES7512-1DM03-0AB0), SIMATIC ET 200SP CPU 1514SP F-2 PN (6ES7514-2SN03-0AB0), SIMATIC ET 200SP CPU 1514SP-2 PN (6ES7514-2DN03-0AB0), SIMATIC ET 200SP CPU 1514SPT F-2 PN (6ES7514-2WN03-0AB0), SIMATIC ET 200SP CPU 1514SPT-2 PN (6ES7514-2VN03-0AB0), SIMATIC ET 200SP Open Controller CPU 1515SP PC (incl. SIPLUS variants), SIMATIC ET 200SP Open Controller CPU 1515SP PC2 (incl. SIPLUS variants) V2 CPUs - Windows OS, SIMATIC ET 200SP Open Controller CPU 1515SP PC2 (incl. SIPLUS variants) V3 CPUs - Industrial OS, SIMATIC ET 200SP Open Controller CPU 1515SP PC2 (incl. SIPLUS variants) V3 CPUs - Windows OS, SIMATIC ET 200SP Open Controller CPU 1515SP PC3 (incl. SIPLUS variants) V2 CPUs - Windows OS, SIMATIC ET 200SP Open Controller CPU 1515SP PC3 (incl. SIPLUS variants) V3 CPUs - Industrial OS, SIMATIC ET 200SP Open Controller CPU 1515SP PC3 (incl. SIPLUS variants) V3 CPUs - Windows OS, SIMATIC S7-1500 CPU 1511-1 PN (6ES7511-1AK00-0AB0), SIMATIC S7-1500 CPU 1511-1 PN (6ES7511-1AK01-0AB0), SIMATIC S7-1500 CPU 1511-1 PN (6ES7511-1AK02-0AB0), SIMATIC S7-1500 CPU 1511-1 PN (6ES7511-1AL03-0AB0), SIMATIC S7-1500 CPU 1511C-1 PN (6ES7511-1CK00-0AB0), SIMATIC S7-1500 CPU 1511C-1 PN (6ES7511-1CK01-0AB0), SIMATIC S7-1500 CPU 1511C-1 PN (6ES7511-1CL03-0AB0), SIMATIC S7-1500 CPU 1511F-1 PN (6ES7511-1FK01-0AB0), SIMATIC S7-1500 CPU 1511F-1 PN (6ES7511-1FK02-0AB0), SIMATIC S7-1500 CPU 1511F-1 PN (6ES7511-1FL03-0AB0), SIMATIC S7-1500 CPU 1511T-1 PN (6ES7511-1TK01-0AB0), SIMATIC S7-1500 CPU 1511T-1 PN (6ES7511-1TL03-0AB0), SIMATIC S7-1500 CPU 1511TF-1 PN (6ES7511-1UK01-0AB0), SIMATIC S7-1500 CPU 1511TF-1 PN (6ES7511-1UL03-0AB0), SIMATIC S7-1500 CPU 1512C-1 PN (6ES7512-1CK00-0AB0), SIMATIC S7-1500 CPU 1512C-1 PN (6ES7512-1CK01-0AB0), SIMATIC S7-1500 CPU 1512C-1 PN (6ES7512-1CM03-0AB0), SIMATIC S7-1500 CPU 1513-1 PN (6ES7513-1AL01-0AB0), SIMATIC S7-1500 CPU 1513-1 PN (6ES7513-1AL02-0AB0), SIMATIC S7-1500 CPU 1513-1 PN (6ES7513-1AM03-0AB0), SIMATIC S7-1500 CPU 1513F-1 PN (6ES7513-1FL01-0AB0), SIMATIC S7-1500 CPU 1513F-1 PN (6ES7513-1FL02-0AB0), SIMATIC S7-1500 CPU 1513F-1 PN (6ES7513-1FM03-0AB0), SIMATIC S7-1500 CPU 1513pro F-2 PN (6ES7513-2GM03-0AB0), SIMATIC S7-1500 CPU 1513pro-2 PN (6ES7513-2PM03-0AB0), SIMATIC S7-1500 CPU 1513R-1 PN (6ES7513-1RL00-0AB0), SIMATIC S7-1500 CPU 1513R-1 PN (6ES7513-1RM03-0AB0), SIMATIC S7-1500 CPU 1515-2 PN (6ES7515-2AM01-0AB0), SIMATIC S7-1500 CPU 1515-2 PN (6ES7515-2AM02-0AB0), SIMATIC S7-1500 CPU 1515-2 PN (6ES7515-2AN03-0AB0), SIMATIC S7-1500 CPU 1515F-2 PN (6ES7515-2FM01-0AB0), SIMATIC S7-1500 CPU 1515F-2 PN (6ES7515-2FM02-0AB0), SIMATIC S7-1500 CPU 1515F-2 PN (6ES7515-2FN03-0AB0), SIMATIC S7-1500 CPU 1515R-2 PN (6ES7515-2RM00-0AB0), SIMATIC S7-1500 CPU 1515R-2 PN (6ES7515-2RN03-0AB0), SIMATIC S7-1500 CPU 1515T-2 PN (6ES7515-2TM01-0AB0), SIMATIC S7-1500 CPU 1515T-2 PN (6ES7515-2TN03-0AB0), SIMATIC S7-1500 CPU 1515TF-2 PN (6ES7515-2UM01-0AB0), SIMATIC S7-1500 CPU 1515TF-2 PN (6ES7515-2UN03-0AB0), SIMATIC S7-1500 CPU 1516-3 PN/DP (6ES7516-3AN01-0AB0), SIMATIC S7-1500 CPU 1516-3 PN/DP (6ES7516-3AN02-0AB0), SIMATIC S7-1500 CPU 1516-3 PN/DP (6ES7516-3AP03-0AB0), SIMATIC S7-1500 CPU 1516F-3 PN/DP (6ES7516-3FN01-0AB0), SIMATIC S7-1500 CPU 1516F-3 PN/DP (6ES7516-3FN02-0AB0), SIMATIC S7-1500 CPU 1516F-3 PN/DP (6ES7516-3FP03-0AB0), SIMATIC S7-1500 CPU 1516pro F-2 PN (6ES7516-2GP03-0AB0), SIMATIC S7-1500 CPU 1516pro-2 PN (6ES7516-2PP03-0AB0), SIMATIC S7-1500 CPU 1516T-3 PN (6ES7516-3TP10-0AB0), SIMATIC S7-1500 CPU 1516T-3 PN/DP (6ES7516-3TN00-0AB0), SIMATIC S7-1500 CPU 1516TF-3 PN (6ES7516-3UP10-0AB0), SIMATIC S7-1500 CPU 1516TF-3 PN/DP (6ES7516-3UN00-0AB0), SIMATIC S7-1500 CPU 1517-3 PN (6ES7517-3AQ10-0AB0), SIMATIC S7-1500 CPU 1517-3 PN/DP (6ES7517-3AP00-0AB0), SIMATIC S7-1500 CPU 1517F-3 PN (6ES7517-3FQ10-0AB0), SIMATIC S7-1500 CPU 1517F-3 PN/DP (6ES7517-3FP00-0AB0), SIMATIC S7-1500 CPU 1517F-3 PN/DP (6ES7517-3FP01-0AB0), SIMATIC S7-1500 CPU 1517H-3 PN (6ES7517-3HP00-0AB0), SIMATIC S7-1500 CPU 1517H-4 PN (6ES7517-4HQ10-0AB0), SIMATIC S7-1500 CPU 1517T-3 PN (6ES7517-3TQ10-0AB0), SIMATIC S7-1500 CPU 1517T-3 PN/DP (6ES7517-3TP00-0AB0), SIMATIC S7-1500 CPU 1517TF-3 PN (6ES7517-3UQ10-0AB0), SIMATIC S7-1500 CPU 1517TF-3 PN/DP (6ES7517-3UP00-0AB0), SIMATIC S7-1500 CPU 1518-3 PN (6ES7518-3AT10-0AB0), SIMATIC S7-1500 CPU 1518-4 PN/DP (6ES7518-4AP00-0AB0), SIMATIC S7-1500 CPU 1518-4 PN/DP MFP (6ES7518-4AX00-1AB0), SIMATIC S7-1500 CPU 1518-4 PN/DP MFP (6ES7518-4AX00-1AC0), SIMATIC S7-1500 CPU 1518F-3 PN (6ES7518-3FT10-0AB0), SIMATIC S7-1500 CPU 1518F-4 PN/DP (6ES7518-4FP00-0AB0), SIMATIC S7-1500 CPU 1518F-4 PN/DP MFP (6ES7518-4FX00-1AB0), SIMATIC S7-1500 CPU 1518F-4 PN/DP MFP (6ES7518-4FX00-1AC0), SIMATIC S7-1500 CPU 1518HF-4 PN (6ES7518-4JP00-0AB0), SIMATIC S7-1500 CPU 1518HF-4 PN (6ES7518-4JT10-0AB0), SIMATIC S7-1500 CPU 1518T-3 PN (6ES7518-3TT10-0AB0), SIMATIC S7-1500 CPU 1518T-4 PN/DP (6ES7518-4TP00-0AB0), SIMATIC S7-1500 CPU 1518TF-3 PN (6ES7518-3UT10-0AB0), SIMATIC S7-1500 CPU 1518TF-4 PN/DP (6ES7518-4UP00-0AB0), SIMATIC S7-1500 CPU S7-1518-4 PN/DP ODK (6ES7518-4AP00-3AB0), SIMATIC S7-1500 CPU S7-1518F-4 PN/DP ODK (6ES7518-4FP00-3AB0), SIMATIC S7-1500 ET 200pro: CPU 1513PRO F-2 PN (6ES7513-2GL00-0AB0), SIMATIC S7-1500 ET 200pro: CPU 1513PRO-2 PN (6ES7513-2PL00-0AB0), SIMATIC S7-1500 ET 200pro: CPU 1516PRO F-2 PN (6ES7516-2GN00-0AB0), SIMATIC S7-1500 ET 200pro: CPU 1516PRO-2 PN (6ES7516-2PN00-0AB0), SIMATIC S7-1500 Software Controller CPU 1507S F V2, SIMATIC S7-1500 Software Controller CPU 1507S F V3, SIMATIC S7-1500 Software Controller CPU 1507S F V4, SIMATIC S7-1500 Software Controller CPU 1507S V2, SIMATIC S7-1500 Software Controller CPU 1507S V3, SIMATIC S7-1500 Software Controller CPU 1507S V4, SIMATIC S7-1500 Software Controller CPU 1508S F V2, SIMATIC S7-1500 Software Controller CPU 1508S F V3, SIMATIC S7-1500 Software Controller CPU 1508S F V4, SIMATIC S7-1500 Software Controller CPU 1508S T V3, SIMATIC S7-1500 Software Controller CPU 1508S TF V3, SIMATIC S7-1500 Software Controller CPU 1508S V2, SIMATIC S7-1500 Software Controller CPU 1508S V3, SIMATIC S7-1500 Software Controller CPU 1508S V4, SIMATIC S7-1500 Software Controller Linux V2, SIMATIC S7-1500 Software Controller Linux V3, SIMATIC S7-PLCSIM Advanced, SIPLUS ET 200SP CPU 1510SP F-1 PN (6AG1510-1SJ01-2AB0), SIPLUS ET 200SP CPU 1510SP F-1 PN RAIL (6AG2510-1SJ01-1AB0), SIPLUS ET 200SP CPU 1510SP-1 PN (6AG1510-1DJ01-2AB0), SIPLUS ET 200SP CPU 1510SP-1 PN (6AG1510-1DJ01-7AB0), SIPLUS ET 200SP CPU 1510SP-1 PN RAIL (6AG2510-1DJ01-1AB0), SIPLUS ET 200SP CPU 1510SP-1 PN RAIL (6AG2510-1DJ01-4AB0), SIPLUS ET 200SP CPU 1512SP F-1 PN (6AG1512-1SK01-2AB0), SIPLUS ET 200SP CPU 1512SP F-1 PN (6AG1512-1SK01-7AB0), SIPLUS ET 200SP CPU 1512SP F-1 PN RAIL (6AG2512-1SK01-1AB0), SIPLUS ET 200SP CPU 1512SP F-1 PN RAIL (6AG2512-1SK01-4AB0), SIPLUS ET 200SP CPU 1512SP-1 PN (6AG1512-1DK01-2AB0), SIPLUS ET 200SP CPU 1512SP-1 PN (6AG1512-1DK01-7AB0), SIPLUS ET 200SP CPU 1512SP-1 PN RAIL (6AG2512-1DK01-1AB0), SIPLUS ET 200SP CPU 1512SP-1 PN RAIL (6AG2512-1DK01-4AB0), SIPLUS S7-1500 CPU 1511-1 PN (6AG1511-1AK01-2AB0), SIPLUS S7-1500 CPU 1511-1 PN (6AG1511-1AK01-7AB0), SIPLUS S7-1500 CPU 1511-1 PN (6AG1511-1AK02-2AB0), SIPLUS S7-1500 CPU 1511-1 PN (6AG1511-1AK02-7AB0), SIPLUS S7-1500 CPU 1511-1 PN T1 RAIL (6AG2511-1AK01-1AB0), SIPLUS S7-1500 CPU 1511-1 PN T1 RAIL (6AG2511-1AK02-1AB0), SIPLUS S7-1500 CPU 1511-1 PN TX RAIL (6AG2511-1AK01-4AB0), SIPLUS S7-1500 CPU 1511-1 PN TX RAIL (6AG2511-1AK02-4AB0), SIPLUS S7-1500 CPU 1511F-1 PN (6AG1511-1FK01-2AB0), SIPLUS S7-1500 CPU 1511F-1 PN (6AG1511-1FK02-2AB0), SIPLUS S7-1500 CPU 1513-1 PN (6AG1513-1AL01-2AB0), SIPLUS S7-1500 CPU 1513-1 PN (6AG1513-1AL01-7AB0), SIPLUS S7-1500 CPU 1513-1 PN (6AG1513-1AL02-2AB0), SIPLUS S7-1500 CPU 1513-1 PN (6AG1513-1AL02-7AB0), SIPLUS S7-1500 CPU 1513F-1 PN (6AG1513-1FL01-2AB0), SIPLUS S7-1500 CPU 1513F-1 PN (6AG1513-1FL02-2AB0), SIPLUS S7-1500 CPU 1515F-2 PN (6AG1515-2FM01-2AB0), SIPLUS S7-1500 CPU 1515F-2 PN (6AG1515-2FM02-2AB0), SIPLUS S7-1500 CPU 1515F-2 PN RAIL (6AG2515-2FM02-4AB0), SIPLUS S7-1500 CPU 1515F-2 PN T2 RAIL (6AG2515-2FM01-2AB0), SIPLUS S7-1500 CPU 1515R-2 PN (6AG1515-2RM00-7AB0), SIPLUS S7-1500 CPU 1515R-2 PN TX RAIL (6AG2515-2RM00-4AB0), SIPLUS S7-1500 CPU 1516-3 PN/DP (6AG1516-3AN01-2AB0), SIPLUS S7-1500 CPU 1516-3 PN/DP (6AG1516-3AN01-7AB0), SIPLUS S7-1500 CPU 1516-3 PN/DP (6AG1516-3AN02-2AB0), SIPLUS S7-1500 CPU 1516-3 PN/DP (6AG1516-3AN02-7AB0), SIPLUS S7-1500 CPU 1516-3 PN/DP RAIL (6AG2516-3AN02-4AB0), SIPLUS S7-1500 CPU 1516-3 PN/DP TX RAIL (6AG2516-3AN01-4AB0), SIPLUS S7-1500 CPU 1516F-3 PN/DP (6AG1516-3FN01-2AB0), SIPLUS S7-1500 CPU 1516F-3 PN/DP (6AG1516-3FN02-2AB0), SIPLUS S7-1500 CPU 1516F-3 PN/DP RAIL (6AG2516-3FN02-2AB0), SIPLUS S7-1500 CPU 1516F-3 PN/DP RAIL (6AG2516-3FN02-4AB0), SIPLUS S7-1500 CPU 1517H-3 PN (6AG1517-3HP00-4AB0), SIPLUS S7-1500 CPU 1518-4 PN/DP (6AG1518-4AP00-4AB0), SIPLUS S7-1500 CPU 1518-4 PN/DP MFP (6AG1518-4AX00-4AC0), SIPLUS S7-1500 CPU 1518F-4 PN/DP (6AG1518-4FP00-4AB0), SIPLUS S7-1500 CPU 1518HF-4 PN (6AG1518-4JP00-4AB0)",CVE-2025-40943,9.6,Critical,CWE-79,Critical Manufacturing,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4647,3/12/2026,3/12/2026,2026,ICSA-26-071-05,Siemens Heliox EV Chargers,Siemens,Siemens Heliox EV Chargers,"Heliox Flex 180 kW EV Charging Station, Heliox Mobile DC 40 kW EV Charging Station",CVE-2025-27769,2.6,Low,CWE-923,Critical Manufacturing,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4646,3/12/2026,3/12/2026,2026,ICSA-26-071-06,Inductive Automation Ignition Software,Inductive Automation,Inductive Automation Ignition Software,Inductive Automation Ignition Software: <8.3.0,CVE-2025-13913,6.3,Medium,CWE-502,Information Technology,Worldwide,United States,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4645,3/10/2026,3/10/2026,2026,ICSA-26-069-01,Apeman Cameras,Apeman,Apeman Cameras,Apeman ID71: vers:all/*,"CVE-2025-11126, CVE-2025-11851, CVE-2025-11852",9.8,Critical,"CWE-306, CWE-522, CWE-79",Commercial Facilities,Worldwide,China,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4645,3/10/2026,3/10/2026,2026,ICSA-26-069-01,Apeman Cameras,Apeman,Apeman Cameras,Apeman ID71: vers:all/*,"CVE-2025-11126, CVE-2025-11851, CVE-2025-11852",9.8,Critical,"CWE-306, CWE-522, CWE-79",Commercial Facilities,Worldwide,China,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4644,3/10/2026,3/10/2026,2026,ICSA-26-069-02,Lantronix EDS3000PS and EDS5000,Lantronix,Lantronix EDS3000PS and EDS5000,Lantronix EDS5000: 2.1.0.0R3,"CVE-2025-67034, CVE-2025-67035, CVE-2025-67036, CVE-2025-67037, CVE-2025-67038, CVE-2025-67039, CVE-2025-70082, CVE-2025-67041",9.8,Critical,"CWE-288, CWE-620, CWE-78",Communications; Information Technology; Critical Manufacturing,Worldwide,United States,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4643,3/10/2026,3/26/2026,2026,ICSA-26-069-03,Honeywell IQ4 Series BMS Controller (Update A),Honeywell,Honeywell IQ4x BMS Controller (Update A),"Honeywell IQ4E Firmware: <v3.30, Honeywell IQ412 Firmware: <v3.30, Honeywell IQ422 Firmware: <v3.30, Honeywell IQ4NC Firmware: <v3.30, Honeywell IQ41x Firmware: <v3.30",CVE-2026-3611,9.8,Critical,CWE-306,Commercial Facilities; Critical Manufacturing; Government Facilities; Healthcare and Public Health,Worldwide,United States,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4642,3/5/2026,3/5/2026,2026,ICSA-26-064-01,Delta Electronics CNCSoft-G2,Delta Electronics,Delta Electronics CNCSoft-G2,Delta Electronics CNCSoft-G2: <V2.1.0.39,CVE-2026-3094,7.8,High,CWE-787,Critical Manufacturing,Worldwide,Taiwan,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4641,3/3/2026,3/3/2026,2026,ICSA-26-062-01,Mitsubishi Electric MELSEC iQ-F Series EtherNet/IP module and Ethernet module,Mitsubishi Electric,Mitsubishi Electric MELSEC iQ-F Series EtherNet/IP module and Ethernet module,"Mitsubishi Electric MELSEC iQ-F Series FX5-ENET/IP Ethernet Module FX5-ENET/IP: <=1.106, Mitsubishi Electric MELSEC iQ-F Series FX5-EIP EtherNet/IP Module FX5-EIP: vers:all/*","CVE-2026-1874, CVE-2026-1875, CVE-2026-1876",7.5,High,"CWE-404, CWE-670",Critical Manufacturing,Worldwide,Japan,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4640,3/3/2026,3/3/2026,2026,ICSA-26-062-02,Hitachi Energy Relion REB500 Product,Hitachi Energy,Hitachi Energy Relion REB500 Product,REB500 versions 8.3.3.0 and prior,"CVE-2026-2459, CVE-2026-2460",6.8,Medium,CWE-267,Energy,Worldwide,Switzerland,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4639,3/3/2026,3/3/2026,2026,ICSA-26-062-03,Hitachi Energy RTU500 Product,Hitachi Energy,Hitachi Energy RTU500 Product,"RTU500 series CMU Firmware version 12.7.1 through 12.7.7, RTU500 series CMU Firmware version 13.5.1 through 13.5.4, RTU500 series CMU Firmware version 13.6.1 through 13.6.2, RTU500 series CMU Firmware version 13.7.1 through 13.7.7, RTU500 series CMU Firmware version 13.8.1","CVE-2026-1772, CVE-2026-1773, CVE-2024-8176, CVE-2025-59375",7.5,High,"CWE-184, CWE-280, CWE-674, CWE-770",Critical Manufacturing,Worldwide,Switzerland,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4638,3/3/2026,3/3/2026,2026,ICSA-26-062-04,Portwell Engineering Toolkits,Portwell,Portwell Engineering Toolkits,Portwell Portwell Engineering Toolkits: 4.8.2,CVE-2026-3437,8.8,High,CWE-119,Critical Manufacturing; Energy,Worldwide,Taiwan,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4637,3/3/2026,3/3/2026,2026,ICSA-26-062-05,Labkotec LID-3300IP,Labkotec,Labkotec LID-3300IP,"Labkotec LID-3300IP: vers:all/*, Labkotec LID-3300IP Type 2: <V2.20",CVE-2026-1775,9.4,Critical,CWE-306,Communications; Energy,Worldwide,Finland,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4636,3/3/2026,3/3/2026,2026,ICSA-26-062-06,Mobiliti e-mobi.hu,Mobiliti,Mobiliti e-mobi.hu,Mobiliti e-mobi.hu: vers:all/*,"CVE-2026-26051, CVE-2026-20882, CVE-2026-27764, CVE-2026-27777",9.4,Critical,"CWE-306, CWE-307, CWE-522, CWE-613",Energy; Transportation Systems,Worldwide,Hungary,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4635,3/3/2026,3/3/2026,2026,ICSA-26-062-07,ePower epower.ie,ePower,ePower epower.ie,ePower epower.ie: vers:all/*,"CVE-2026-22552, CVE-2026-27778, CVE-2026-24912, CVE-2026-27770",9.4,Critical,"CWE-306, CWE-307, CWE-522, CWE-613",Energy; Transportation Systems,Worldwide,Ireland,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4634,3/3/2026,3/3/2026,2026,ICSA-26-062-08,Everon OCPP Backends,Everon,Everon OCPP Backends,Everon api.everon.io: vers:all/*,"CVE-2026-26288, CVE-2026-24696, CVE-2026-20748, CVE-2026-27027",9.4,Critical,"CWE-306, CWE-307, CWE-522, CWE-613",Energy; Transportation Systems,Worldwide,Netherlands,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4633,2/26/2026,2/26/2026,2026,ICSA-26-057-01,"Johnson Controls, Inc. Frick Controls Quantum HD","Johnson Controls, Inc.","Johnson Controls, Inc. Frick Controls Quantum HD","Johnson Controls, Inc. Frick Controls Quantum HD: <=10.22","CVE-2026-21654, CVE-2026-21656, CVE-2026-21657, CVE-2026-21658, CVE-2026-21659, CVE-2026-21660",9.1,Critical,"CWE-23, CWE-256, CWE-78, CWE-94",Food and Agriculture,Worldwide,Ireland,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4632,2/26/2026,2/26/2026,2026,ICSA-26-057-02,"Pelco, Inc. Sarix Pro 3 Series IP Cameras","Pelco, Inc.","Pelco, Inc. Sarix Pro 3 Series IP Cameras","Pelco, Inc. Sarix Professional IMP 3 Series: <=02.52, Pelco, Inc. Sarix Professional IXP 3 Series: <=02.52, Pelco, Inc. Sarix Professional IBP 3 Series: <=02.52, Pelco, Inc. Sarix Professional IWP 3 Series: <=02.52",CVE-2026-1241,7.5,High,CWE-288,Commercial Facilities; Defense Industrial Base; Energy; Government Facilities; Healthcare and Public Health; Transportation Systems,Worldwide,United States,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4631,2/26/2026,2/26/2026,2026,ICSA-26-057-03,CloudCharge cloudcharge.se,CloudCharge,CloudCharge cloudcharge.se,CloudCharge cloudcharge.se: vers:all/*,"CVE-2026-20781, CVE-2026-25114, CVE-2026-27652, CVE-2026-20733",9.4,Critical,"CWE-306, CWE-307, CWE-522, CWE-613",Energy; Transportation Systems,Worldwide,Sweden,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4630,2/26/2026,2/26/2026,2026,ICSA-26-057-04,EV2GO ev2go.io,EV2GO,EV2GO ev2go.io,EV2GO ev2go.io: vers:all/*,"CVE-2026-24731, CVE-2026-25945, CVE-2026-20895, CVE-2026-22890",9.4,Critical,"CWE-306, CWE-307, CWE-522, CWE-613",Energy; Transportation Systems,Worldwide,United Kingdom,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4629,2/26/2026,2/26/2026,2026,ICSA-26-057-05,Chargemap chargemap.com,Chargemap,Chargemap chargemap.com,Chargemap chargemap.com: vers:all/*,"CVE-2026-25851, CVE-2026-20792, CVE-2026-25711, CVE-2026-20791",9.4,Critical,"CWE-306, CWE-307, CWE-522, CWE-613",Energy; Transportation Systems,Worldwide,France,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4628,2/26/2026,2/26/2026,2026,ICSA-26-057-06,SWITCH EV swtchenergy.com,SWITCH EV,SWITCH EV swtchenergy.com,SWITCH EV swtchenergy.com: vers:all/*,"CVE-2026-27767, CVE-2026-25113, CVE-2026-25778, CVE-2026-27773",9.4,Critical,"CWE-306, CWE-307, CWE-522, CWE-613",Energy; Transportation Systems,Worldwide,United States,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4627,2/26/2026,2/26/2026,2026,ICSA-26-057-07,EV Energy ev.energy,EV Energy,EV Energy ev.energy,EV Energy ev.energy: vers:all/*,"CVE-2026-27772, CVE-2026-24445, CVE-2026-26290, CVE-2026-25774",9.4,Critical,"CWE-306, CWE-307, CWE-522, CWE-613",Energy; Transportation Systems,Worldwide,United Kingdom,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4626,2/26/2026,2/26/2026,2026,ICSA-26-057-08,Mobility46 mobility46.se,Mobility46,Mobility46 mobility46.se,Mobility46 mobility46.se: vers:all/*,"CVE-2026-27028, CVE-2026-26305, CVE-2026-27647, CVE-2026-22878",9.4,Critical,"CWE-306, CWE-307, CWE-522, CWE-613",Energy; Transportation Systems,Worldwide,Sweden,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4625,2/26/2026,2/26/2026,2026,ICSA-26-057-10,Copeland XWEB and XWEB Pro,Copeland,Copeland XWEB and XWEB Pro,"Copeland XWEB 300D PRO: <=1.12.1, Copeland XWEB 500D PRO: <=1.12.1, Copeland XWEB 500B PRO: <=1.12.1","CVE-2026-25085, CVE-2026-21718, CVE-2026-24663, CVE-2026-21389, CVE-2026-25111, CVE-2026-20742, CVE-2026-24517, CVE-2026-25195, CVE-2026-20910, CVE-2026-24689, CVE-2026-25109, CVE-2026-20902, CVE-2026-24695, CVE-2026-25105, CVE-2026-24452, CVE-2026-23702, CVE-2026-25721, CVE-2026-20764, CVE-2026-25196, CVE-2026-25037, CVE-2026-22877, CVE-2026-20797, CVE-2026-3037",10,Critical,"CWE-121, CWE-22, CWE-327, CWE-394, CWE-78",Commercial Facilities,Worldwide,United States,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4624,2/24/2026,2/24/2026,2026,ICSA-26-055-01,InSAT MasterSCADA BUK-TS,InSAT,InSAT MasterSCADA BUK-TS,InSAT MasterSCADA BUK-TS: vers:all/*,"CVE-2026-21410, CVE-2026-22553",9.8,Critical,"CWE-78, CWE-89",Critical Manufacturing; Energy; Water and Wastewater System,Worldwide,Russia,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
